index,score_scale,score_binary,full_text
462,0.5,"[[4, -2]]","Parabéns aos servidores da Controladoria que criamos, hoje esquecida pela imprensa e pela própria prefeitura, responsável pelo desbaratamento da máfia do ISS.
“Promotoria pede prisão do ‘rei dos fiscais’” -  https://t.co/qdxeJisaHD"
463,0.5,"[[3, -1]]","Hoje termino a quarta temporada de Peaky Blinders. Cada vez melhor. Agora,  a trilha sonora, para quem gosta de rock contemporâneo, é demais!"
464,0.5,"[[3, -1]]",@Criskante @wandernardino Adorei trocar ideias com você. Respeitosamente. Me despeço por hoje. Abraço.
465,0.5,"[[3, -1]]",Fico agradecido de termos retomado a cooperação da prefeitura com as famílias de desaparecidos políticos. A verdade liberta. https://t.co/5qnhbjcFoy
466,0.5,"[[3, -1]]","Por que o Plano Diretor de SP foi considerado pela ONU um dos melhores do mundo? Reportagem com uma das razões: “Cresce busca por apartamentos sem vaga de garagem na capital”
https://t.co/jPheyGP3dE via @VejaSP"
467,0.5,"[[3, -1]]","Quando criamos o Prouni, em 2004, oferecemos 112 mil bolsas de estudo. Enfrentamos fortes resistências. Hoje, o Prouni abriu consulta para 242 mil bolsas de estudo parciais e integrais. Grande conquista. Boa sorte!!!
https://t.co/LKoQjcK71y"
468,0.5,"[[3, -1]]","Privatização de 168 estatais, inclusive as joias da coroa, renderia apenas UM ANO de pagamento de juros da dívida pública!
https://t.co/nOSZOWmh5I"
469,0.5,"[[4, -2]]","Demissão em massa, após reforma trabalhista de Temer, não exige mais negociar com sindicato, diz presidente do Tribunal Superior do Trabalho Ives Gandra. Ver art.477-A da ""moderníssima"" CLT.
 https://t.co/hExtsbuiNb via @ConJur_Oficial"
470,0.5,"[[3, -1]]",@gilbertogil Oriente. Beijo Gil.
471,0.5,"[[3, -1]]","Lideranças culturais que representam o melhor de SP desmascaram jornalismo fake. 
https://t.co/6Rqp8VICom"
472,0.5,"[[3, -1]]","Num gesto extremo de sensibilidade social, Temer muda sua própria portaria que dificultava libertação de escravos e aumenta o salário mínimo em R$ 17. Tudo de uma vez só."
473,0.5,"[[3, -1]]","Graças ao novo Código de Obras, aprovado na nossa gestão e quase inviabilizado por ação judicial do PSDB, prefeitura poderá emitir alvará para empreendimentos com mais de 1.500 m² em até 120 dias em SP. Pena que a matéria não conta a história toda.
 https://t.co/Rmuif3uaBH"
474,0.5,"[[3, -1]]","Graças ao Plano Diretor, Avenida Rebouças começa a mudar de cara e ganhar mais vida com lançamento de edifícios de uso misto. 
https://t.co/1pf8HlG7Tu"
475,0.5,"[[3, -1]]","RT @cyrusafa: @Haddad_Fernando @Bob_Fernandes Não acho q ""tolerância"" seja a melhor qualificação. Tolerância é uma atitude passiva de aceit…"
476,0.5,"[[3, -1]]","Em 2009, o Enem se transformou no passaporte p/ universidade pública, graças a educadores comprometidos com os direitos humanos. Bom Enem!"
477,0.5,"[[4, -2]]",Expansão do acesso à universidade: Ensino superior segura emprego durante a crise econômica https://t.co/yqDuxtyMmJ
478,0.75,"[[4, -1]]","Uma das maiores conquistas do governo Lula. Feliz por ver esse sonho, capitaneado pelo querido @tarsogenro, transformar-se em realidade:
Negros são maioria pela primeira vez nas universidades públicas, aponta IBGE https://t.co/fYgslWoYua"
479,0.75,"[[4, -1]]","RT @PrensaPEsquivel: Querido @LulaOficial qué alegría hermano!! Y que alegría por el querido pueblo de Brasil🇧🇷!
Se vienen vientos de refun…"
480,0.75,"[[4, -1]]","RT @ptbrasil: O Brasil com Lula era soberano, feliz e com oportunidades para todos. https://t.co/4JNGaj5pZK"
481,0.75,"[[4, -1]]","RT @LulaOficial: O ganhador do Prêmio Nobel da Paz, Kailash Satyarthi, acaba de chegar na sede da Polícia Federal em Curitiba para visitar…"
482,0.75,"[[4, -1]]","Meu querido Kleber, todas as homenagens pelo que você faz pela cultura brasileira. Beijo forte em todo time de #Bacurau https://t.co/K9YEUnac3W"
483,0.75,"[[4, -1]]","RT @LulaOficial: Alguém precisava pegar o Bolsonaro pela orelha e falar: “Escuta aqui, moleque, seja educado”. Precisamos de paz. Um presid…"
484,0.75,"[[4, -1]]","RT @alferdez: Muchas gracias, querido amigo @LulaOficial. Como bien decís, debemos darle esperanza a nuestro pueblo y cuidar de quienes más…"
485,0.75,"[[4, -1]]","RT @BlogdoNoblat: Se forem verdadeiras as informações dadas pelo hacker, isso significa que as conversas entre Moro e procuradores da Lava…"
486,0.75,"[[4, -1]]",RT @JornalOGlobo: Datafolha: 58% dos brasileiros não sabem ou não conseguem citar medida positiva do governo Bolsonaro https://t.co/MSUYQ4e…
487,0.75,"[[4, -1]]","RT @FlavioDino: Pela 1ª vez na história, a data nacional dos Estados Unidos é comemorada com tanta emoção no Brasil. Espero que no dia 7 de…"
488,0.75,"[[4, -1]]","RT @MarceloFreixo: Você vai acabar dançando nesse samba de uma nota só, @SF_Moro. Não adianta. Você sabe que as conversas são verdadeiras,…"
489,0.75,"[[4, -1]]","RT @ggreenwald: Todos os verdadeiros jornalistas concordam. O jornalismo mais importante das últimas décadas - the Pentagon Papers, Waterga…"
490,0.75,"[[4, -1]]",RT @luisnassif: Fantástico! Apagou os rastros das investigações em curso e das anteriores. Não cola! https://t.co/TISabqIenR
491,0.75,"[[4, -1]]",Meu artigo de hoje na Folha: Como coibir a ação delituosa de 'heróis'? https://t.co/bl3fL4l85A
492,0.75,"[[4, -1]]",diálogo incrível! https://t.co/wuR40Uod9s
493,0.75,"[[4, -1]]","RT @PaolaCarosella: aprendi agora que um verdadeiro patriota é contra  educação gratuita de qualidade, sempre achei que patriotismo era out…"
494,0.75,"[[4, -1]]","Em dia de protestos, Barack Obama diz que ""chave do sucesso é a educação"" https://t.co/BO9Yjl47nt via @UOLNoticias @UOL"
495,0.75,"[[4, -1]]","RT @chico_pinheiro: E conhecereis a verdade, e a verdade vos libertará.

João 8:32 https://t.co/2FOnq0ZbkH"
496,0.75,"[[4, -1]]","Meu artigo de hoje na Folha sobre a necessária integração entre educação básica e superior.
https://t.co/zvKCQQyAjw"
497,0.75,"[[4, -1]]","Artigaço da Ana Estela Haddad e Mariana Scaff: “Mães no sistema prisional”. 
Feliz dia das mães, linda! 
https://t.co/AHgmZKGzem"
498,0.75,"[[4, -1]]",RT @LulaOficial: Sobre um presidente que construía oportunidade e esperança de um futuro bem melhor. https://t.co/euHXKQWU4n
499,0.75,"[[4, -1]]","Se existem nacionalistas no Brasil, eles estão nas instituições de ensino: professores, técnicos e estudantes. Orgulho e esperança."
500,0.75,"[[4, -1]]","RT @LulaOficial: Para Lula, o julgamento da 5ª turma do Superior Tribunal de Justiça (STJ), que reduziu sua pena, não corrige a injustiça à…"
501,0.75,"[[4, -1]]","RT @savuimdecoleira: direto da Universidade Federal do Ceará  :))

tem pesquisa sim! E é incrível! https://t.co/61fsyRIxBE"
502,0.75,"[[4, -1]]","Conheci o documentarista Ken Burns por Jazz (2001): fantástico. Acabei de ver The Vietnam War (2017–2017) na Netflix. Espetacular e muito oportuno para os tempos que vivemos. Fica a sugestão!
 https://t.co/kcnuimOoJv"
503,0.75,"[[4, -1]]","Felizmente, Bolsonaro descumprirá promessa de mudar embaixada para Jerusalém. Os recuos e vexames na política externa vão mostrando seu verdadeiro tamanho como ator global. https://t.co/jqxZxDle2Q via @UOLNoticias @UOL"
504,0.75,"[[4, -1]]",RT @zehdeabreu: Acabo de receber um telefonema do querido @Haddad_Fernando pleiteando a Presidência do Banco Central. Como sei que ele quer…
505,0.75,"[[4, -1]]",RT @PrensaPEsquivel: Por qué Lula debe ser nominado al Premio Nobel de la Paz. https://t.co/2ggwHh1tmr
506,0.75,"[[4, -1]]",RT @evoespueblo: Saludamos y apoyamos la postulación del hermano @LulaOficial al premio Nobel de La Paz por su lucha incansable por la demo…
507,0.75,"[[4, -1]]","RT @carolproner: O ex-presidente Lula é oficialmente candidato ao prêmio Nobel da Paz. Na primeira fase da campanha, o ex-presidente conseg…"
508,0.75,"[[4, -1]]","Quando criamos o SiSU sabíamos que talentos se revelariam: “O nome dela é Jhenyfer, ex-aluna de escola pública, negra e aprovada em medicina na USP aos 17 anos: ‘Universidade é para todos'”. https://t.co/FYeIkBxMSG"
509,0.75,"[[4, -1]]","Querido presidente, a lembrança daquele Brasil dá a força e a coragem de seguir a luta. Sempre juntos. https://t.co/fTwwVOVoEu"
510,0.75,"[[4, -1]]","RT @elpais_brasil: Economista de 36 anos e nenhuma especialização em educação comandará Inep, responsável pelo maior vestibular do país htt…"
511,0.75,"[[4, -1]]","RT @elpais_brasil: Juninho Pernambucano: ""Meritocracia existe no esporte, onde treina todo mundo junto e o melhor tem que jogar. Num país c…"
512,0.75,"[[4, -1]]","@jairbolsonaro Na verdade, quem disse isso foi um jornalista da Deutsche Welle (https://t.co/Z554p1Zh1E), mas se você já se sentir seguro para um debate frente a frente, estou disponível. Forte abraço!"
513,0.75,"[[4, -1]]","A reformulação total do Enem e a criação do SiSU, em 2009, foram grandes legados para nossa educação superior: “Sobe para 37 o total de universidades que aceitam notas do Enem em Portugal”. Parabéns INEP. https://t.co/AnJbifWutq"
514,0.75,"[[4, -1]]",Sigmaringa Seixas foi dos mais discretos e decisivos amantes da liberdade e da justiça. Deixa uma legião de admiradores. Exemplo para os democratas. Honremos sua amizade!
515,0.75,"[[4, -1]]","O mito do nióbio e a polêmica da Raposa Serra do Sol: texto de André Trigueiro, possivelmente um bozoinimigo do povo. https://t.co/tYvsSkJztR"
516,0.75,"[[4, -1]]",“Aos bancos cabe só 1 de suas 21 propostas para reduzir juros”: Não é fácil ser banqueiro no Brasil! https://t.co/BCxHOwjZvh
517,0.75,"[[4, -1]]","Presidente Jair Bolsonaro. Desejo-lhe sucesso. Nosso país merece o melhor. Escrevo essa mensagem, hoje, de coração leve,  com sinceridade, para que ela estimule o melhor de todos nós. Boa sorte!"
518,0.75,"[[4, -1]]","Estou feliz de estar com a minha família. Passamos por um período complexo, mas pude contar com essa galera aqui: Carol, Frederico e Estela."
519,0.75,"[[4, -1]]","RT @danielamercury: A democracia precisa de Haddad! Vote em quem respeita o povo brasileiro e a democracia.Só ele pode trazer união, paz e…"
520,0.75,"[[4, -1]]",Nosso futuro pede paz. https://t.co/DmOFJUorRS
521,0.75,"[[4, -1]]","Caminhada pela paz no bairro de Heliópolis, São Paulo. #horadavirada #virevoto #Haddad13 https://t.co/09BvLgEEmS"
522,0.75,"[[4, -1]]","Caminhada pela paz no bairro de Heliópolis, São Paulo. #horadavirada #virevoto #Haddad13 https://t.co/wLDUyVEriC"
523,0.75,"[[4, -1]]","Caminhada pela paz no bairro de Heliópolis, São Paulo. #horadavirada #virevoto #Haddad13 https://t.co/fGds2PBI45"
524,0.75,"[[4, -1]]","Com fé, esperança, diálogo e muita rua a hora da verdade vai chegar nesse domingo. https://t.co/A9pJKaeCxp"
525,0.75,"[[4, -1]]","A eleição podia estar decidida até ontem. Hoje é provável. Ele vai descobrir que amanhã de provável ela será possível. No sábado, o gato vai subir no telhado. E no domingo ele vai descobrir que perdeu. O povo brasileiro vai falar sim à esperança, ao amor e à generosidade."
526,0.75,"[[5, -2]]","O tal mercado tá nervoso, a Bolsa até caiu. Porque especulam com patrimônio público. E sabem que não vamos vender o pré-sal, nem a Amazônia, nem a base de Alcântara. Sabem que não vamos brigar com nenhum vizinho. Somos responsáveis pela paz no continente e vamos continuar sendo."
527,0.75,"[[4, -1]]","Ninguém falava da educação no Nordeste, tratavam como um problema sem solução. Bastou um governador comprometido e um presidente comprometido para mostrarmos o talento do povo nordestino. Hoje, das 100 melhores escolas públicas do país, 82 estão no Ceará."
528,0.75,"[[4, -1]]","Hoje fui abençoado pelo Padre Cícero e fiz meus três desejos. Dois eu já posso contar para vocês: paz e o amor para o Brasil. O terceiro é segredo, eu só conto dia 29 de outubro."
529,0.75,"[[4, -1]]","Não assistiu o nosso programa pela tevê? Assista aqui. 
Se tem uma coisa que eu aprendi na vida, é que a paz só é possível quando todos têm seus direitos respeitados. Vamos, juntos, fazer um Brasil de paz e oportunidades para todos. #Haddad13 https://t.co/mEeekiBHP0"
530,0.75,"[[4, -1]]",Nos últimos dias uma verdadeira onda de voluntários tem se engajado em nossa campanha em defesa pela democracia. Participe! #Haddad13  https://t.co/6PpcZyqJ85
531,0.75,"[[4, -1]]","O que nós queremos é que o brasileiro, independente do que ele seja, homem ou mulher, católico, evangélico ou mulçumano, branco ou negro, nordestino ou sulista, tenha garantido o direito de se desenvolver. Todos nascem com um talento."
532,0.75,"[[4, -1]]","Com a querida @luizaerundina ontem no ato de homenagem aos professores.

Foto: Ricardo Stuckert https://t.co/pZQfYrLpnd"
533,0.75,"[[4, -1]]","Vamos caminhar juntos pela paz e pela democracia. Um Brasil de paz é um Brasil de segurança, crescimento econômico, emprego e oportunidades para todos. Agora é: todos pelo Brasil! #Haddad13 #MaisLivrosMenosArmas https://t.co/IVzWFDxFUU"
534,0.75,"[[4, -1]]","Todos que forem a favor da democracia convoco pra estar ao meu lado para um projeto generoso, de paz e prosperidade. Quero ampliar o diálogo na sociedade com as forças democráticas."
535,0.75,"[[4, -1]]","Feliz dia do Professor, do professor Fernando Haddad. #MaisLivrosMenosArmas https://t.co/etfGBsZL3j"
536,0.75,"[[4, -1]]","Temos 15 dias para lutar por um Brasil melhor. É bastante tempo. Vamos conversar com as pessoas, daqui até o dia 28. Vamos acolher as pessoas, dar uma mensagem de paz e de amor. E nós vamos chegar lá! Até a vitória!"
537,0.75,"[[4, -1]]",Feliz dia das crianças! https://t.co/SgnSXP7plH
538,0.75,"[[4, -1]]","O verdadeiro crescimento que nos interessa é aquele que envolve todos os brasileiros, principalmente os mais vulneráveis. #HaddadNoJN"
539,0.75,"[[4, -1]]",Feliz dia do Nordestino e obrigado a todos que depositaram esperança no nosso projeto! Vamos juntos rumo ao dia 28! #Vote13 https://t.co/nShrjmNdDL
540,0.75,"[[4, -1]]","RT @costa_rui: Vamos trabalhar agora pra colocar o Brasil na mesma correria da Bahia, com paz e união do nosso povo! Tô com @Haddad_Fernand…"
541,0.75,"[[4, -1]]",Agradeço a todas e todos que depositaram nas urnas a confiança de ver o Brasil feliz de novo. Muito obrigado e vamos ganhar essas eleições! https://t.co/eRu4dkGXfh
542,0.75,"[[4, -1]]",Deus deu talento pra todo mundo e cabe a nós oferecer oportunidade para desenvolver esse talento. #VotePorLulaVote13
543,0.75,"[[4, -1]]","Rumo ao segundo turno! Obrigado, povo brasileiro, pela companhia nessa jornada! Juntos, vamos fazer o Brasil Feliz de Novo #VotePorLulaVote13 https://t.co/619zGQwA9c"
544,0.75,"[[4, -1]]",O Brasil será feliz de novo. Com a força e a coragem de vocês. Forte abraço e até a vitória. #VotePorLulaVote13
545,0.75,"[[4, -1]]","E o Brasil do futuro, onde celebraremos como irmãos a fraternidade, a tolerância, a democracia e paz, onde teremos a alegria e a segurança para construir nossas famílias, com orgulho de todas as cores, religiões e diferenças, está logo ali à nossa frente. #VotePorLulaVote13"
546,0.75,"[[4, -1]]",Está marcado na História do povo brasileiro! É 13 para o Brasil ser feliz de novo! #VotePorLulaVote13 https://t.co/uPgNhwfgEA
547,0.75,"[[4, -1]]","Nossa construção tem princípios muito sólidos que tem sido atacados, sobre tudo pelo Bolsonaro. Ele não tem compromisso com a democracia, não tem compromisso com a paz e não tem compromisso com a verdade. #HaddadÉ13 #HaddadPresidente"
548,0.75,"[[4, -1]]",Nossos governos foram responsáveis pela maior economia nas finanças públicas do país. A dívida pública dobrou quando FHC era presidente. Nós pagamos o FMI e reduzimos a dívida pública pela metade. #HaddadÉ13 #DebateNaGlobo
549,0.75,"[[4, -1]]","Tá chegando a hora de fazer o Brasil Feliz de Novo. Vamos com esperança, lembrando do Brasil que construímos junto a Lula e que a partir do dia 1 de janeiro vamos resgatar. #Vote13 #HaddadPresidente https://t.co/WOIbMUZDUY"
550,0.75,"[[4, -1]]","Tá chegando a hora! Vem com a gente fazer o Brasil feliz de novo! #HaddadPresidente

Vídeo: Ricardo Stuckert https://t.co/Xfn7qCSLOb"
551,0.75,"[[4, -1]]",Contribua e ajude nossa campanha pelo Brasil Feliz de Novo! #Vote13 https://t.co/nm0KOzy02i
552,0.75,"[[4, -1]]",Hoje vamos ao Rio de Janeiro para um grande encontro com a população. Vamos apresentar nossas propostas para fazer o Brasil feliz de novo. #Vote13 #HaddadPresidente https://t.co/mFToKf5jqR
553,0.75,"[[4, -1]]",A participação do povo é fundamental para fazermos o Brasil feliz de novo. #DebateNaRecord #HaddadNaRecord https://t.co/iZEPIT3jWM
554,0.75,"[[4, -1]]","As pessoas eram felizes nos governos Lula. Tinham trabalho e educação, foram mais de 20 milhões de empregos. Vislumbro o futuro do brasileiro com uma carteira assinada na mão e um livro na outra. #HaddadNaRecord #DebateNaRecord"
555,0.75,"[[4, -1]]",Está chegando a hora do Brasil ser Feliz de Novo! #HaddadPresidente #Vote13 https://t.co/jDfTtkM72P
556,0.75,"[[4, -1]]","A cada atividade vemos crescer nosso apoio. Um povo que não se sente representado no Brasil de Temer e que lembra dos dias de paz que vivemos com Lula presidente. Vamos recuperar esses dias, vamos viver o sonho outra vez! #Vote13 #HaddadPresidente https://t.co/joIOKHMG9l"
557,0.75,"[[4, -1]]",Nós já provamos que isso é possível. Geramos 20 milhões de postos de trabalho em 12 anos respeitando o resultado das urnas. Vamos fazer o Brasil Feliz de Novo. #DebateSBT
558,0.75,"[[4, -1]]",O povo lembra e reconhece todas as mudanças e melhorias de vida que a era Lula fez no Brasil. Vamos retomar esse projeto e ampliar os programas para fazer o Brasil feliz de novo. #Vote13 #HaddadPresidente https://t.co/ZGhL2K9o0W
559,0.75,"[[4, -1]]","Campinas hoje! Obrigado a todos que tem nos acompanhado nessa grande jornada. Temos pouco mais de dez dias para fazer o Brasil Feliz de Novo! #Vote13 #HaddadPresidente

Fotos: Ricardo Stuckert https://t.co/UeaJerfj4n"
560,0.75,"[[4, -1]]","Vamos nos associar a todos os movimentos sociais, populares e a todo movimento institucional para o fortalecimento da democracia no Brasil."
561,0.75,"[[4, -1]]",Nós queremos cultivar um ambiente de paz com dois focos: trabalho e educação. #HaddadAoVivo
562,0.75,"[[4, -1]]","RT @jaqueswagner: Juntos por @LulaOficial, pelo Brasil e pra fazer o nosso povo feliz de novo! #Wagner130 #HaddadÉLula @Haddad_Fernando htt…"
563,0.75,"[[4, -1]]",Sobre uma parceria que deu origem à maior expansão de vagas no ensino superior brasileiro.Assista e compartilhe o último de três episódios. #LulaÉHaddad #HaddadPresidente https://t.co/c5IDbO3XYC
564,0.75,"[[4, -1]]","Nós vamos voltar a ter paz, desenvolvimento, progresso, liberdade e inclusão nesse país, com trabalho e educação para todos. É assim que se constrói uma nação. É assim que vamos retomar o Brasil para os brasileiros. Veja como foi nossa passagem por Minas Gerais. #Vote13 https://t.co/zH1LcITdun"
565,0.75,"[[4, -1]]","Recife é #LulaLivre e #HaddadPresidente! Nós vamos reconciliar o Brasil. #Vote13

Fotos: Ricardo Stuckert https://t.co/9ROYhO5GK3"
566,0.75,"[[4, -1]]","Nossa tradição é de acolhimento a todos os povos que escolheram o Brasil. Sou filho de um agricultor familiar libanês e meu pai escolheu esse país para construir uma vida para a nossa família. O Brasil tem que dar exemplo de paz, nós precisamos cuidar e acolher. #DebateAparecida"
567,0.75,"[[4, -1]]",Quando o delator apresenta provas é ótimo. Mas e quando ele mente? Será que nada na Lava Jato poderia ser aperfeiçoado? #HaddadNaCBN
568,0.75,"[[4, -1]]",Estão há quatro anos sabotando o país. Precisamos de serenidade para retomar o crescimento e o Brasil voltar a ser feliz. https://t.co/w6TthL9fhj
569,0.75,"[[4, -1]]","Estão há quatro anos sabotando o país. Eu penso que o Congresso Nacional está consciente das tarefas que precisamos cumprir. Nós precisamos de paz e serenidade

#SabatinaUOLFolhaSBT #HaddadAoVivo"
570,0.75,"[[4, -1]]","RT @LulaOficial: “Tudo que lhe peço, querido amigo, é que cuide com muito carinho das pessoas, como eu gostaria de estar cuidando” - Lula…"
571,0.75,"[[4, -1]]","Haddad, Manuela e Rui Costa com #Haddadpresidente em Vitória da Conquista, Bahia. https://t.co/dypV4G9rry"
572,0.75,"[[4, -1]]","Haddad, Manuela e Rui Costa com #Haddadpresidente em Vitória da Conquista, Bahia. https://t.co/gMB7oZrfvq"
573,0.75,"[[4, -1]]","Haddad, Manuela e Rui Costa com #Haddadpresidente em Vitória da Conquista, Bahia. https://t.co/j11ct6OFYe"
574,0.75,"[[4, -1]]","Haddad, Manuela e Rui Costa com #Haddadpresidente em Vitória da Conquista, Bahia. https://t.co/SOKamQdmvc"
575,0.75,"[[4, -1]]",Seguimos na luta diária por um Brasil melhor. #HaddadPresidente https://t.co/PZ3c0rugJw
576,0.75,"[[4, -1]]","O papel do Estado é oferecer condições. O grande mérito do Lula é que ele não se conformou com sua condição e, ao chegar à presidência, ofereceu nova perspectiva para jovens que, como ele, tinham talento e garra, mas não tinham oportunidade."
577,0.75,"[[4, -1]]",Obrigado a todos que estão acompanhando e participando de nossa jornada para fazer o Brasil feliz de novo! https://t.co/tlrbC8nXyg
578,0.75,"[[4, -1]]","Fernando Haddad, candidato a vice-presidente, participa do programa O Brasil Feliz de Novo https://t.co/uaM6AQlAyn"
579,0.75,"[[4, -1]]","Nosso legado na Educação transformou a vida de milhões de jovens. Só no governo Lula, inauguramos 14 universidades federais distribuídas por todos os cantos do país, universalizando o acesso ao ensino superior. Com o #PlanoLula, a Educação vai voltar a ser prioridade. https://t.co/VUWDCTqdSI"
580,0.75,"[[4, -1]]",O tratado que hoje ampara a candidatura Lula está classificado desta maneira: ele tem status superior a qualquer lei nacional em virtude de ter sido aprovado pelo Congresso Nacional. #HaddadAoVivo
581,0.75,"[[4, -1]]","Estamos confiantes que os tratados internacionais vão ser respeitados. Todos têm uma hierarquia superior a qualquer lei vigente, desde que aprovados pelo Congresso Nacional. #HaddadAoVivo"
582,0.75,"[[4, -1]]","Se você não tem trabalho, se você não tem oportunidade, como vai desenvolver um talento? O estado tem que dar a oportunidade dos nossos jovens crescerem."
583,0.75,"[[4, -1]]",Trago o afeto e o carinho do presidente @LulaOficial pelo Nordeste para Mossoró. Vocês sabem o esforço que ele fez para trazer o desenvolvimento para cá.
584,0.75,"[[4, -1]]","Estamos juntos, querido @jaqueswagner! E agradeço ao povo baiano pela recepção calorosa. #LulaPresidente https://t.co/APTZpCdd5I"
585,0.75,"[[4, -1]]",Como a gente descobre o talento das pessoas se não dando oportunidade? A gente tem quilombola se formando em medicina porque levamos a universidade para o interior. Uma universidade para todos.
586,0.75,"[[4, -1]]",E depois disso vemos filho de trabalhador se formando. Até quilombola que não tinha acesso ao ensino superior se formando em medicina.
587,0.75,"[[4, -1]]","Bahia de muitos sorrisos e muitas alegrias. De um povo que resiste e vai trazer @LulaOficial de volta. E amanhã partimos para o Sergipe! #LulaPresidente

Foto: Ricardo Stuckert https://t.co/mtj8CdfhX7"
588,0.75,"[[4, -1]]","Com nosso futuro senador pela Bahia, @jaqueswagner! Salvador está recebendo a campanha #LulaPresidente com muita esperança de que vamos trazer o @LulaOficial de volta e reconduzi-lo ao Planalto!

Foto: Ricardo Stuckert https://t.co/79qvDvKFqq"
589,0.75,"[[4, -1]]",Educar as pessoas e dar crédito. Isso é a chave pro desenvolvimento. Cada um vai ter meios de desenvolver seu talento. #LulaPresidente
590,0.75,"[[4, -1]]","O movimento internacional em defesa da liberdade do @LulaOficial só vai crescer. O prêmio Nobel da paz @PrensaPEsquivel foi visitá-lo, o @Pontifex_pt mandou uma mensagem pra ele. Lula foi condenado sem provas. #HaddadnoCanalLivre"
591,0.75,"[[4, -1]]","Acompanhe Fernando Haddad, daqui a pouco, às 0h05, no Canal Livre da Band. #LulaLivreJá #OBrasilFelizDeNovo https://t.co/XL33zn1G4R"
592,0.75,"[[4, -1]]",Fico muito feliz de estar no Piauí mais uma vez. Vinha muito aqui com o presidente @LulaOficial trazer boas notícias para a Educação. E hoje chegando aqui em Teresina recebi a notícia de que a @ONUBrasil declarou que o presidente Lula tem o direito de ser candidato.
593,0.75,"[[4, -1]]","Estive com o Nobel da Paz Adolfo Pérez Esquivel e o ex-chanceler Celso Amorim no acampamento Lula Livre, em Curitiba. https://t.co/dZttMKIbtc"
594,0.75,"[[4, -1]]",Agora é Lula Presidente pra fazer o Brasil feliz de novo! https://t.co/qxQCHG7swb
595,0.75,"[[4, -1]]",RT @LulaOficial: É O Brasil Feliz de Novo! #LulaÉCandidato com o povo brasileiro e com @Haddad_Fernando @gleisi @dilmabr e @ManuelaDavila #…
596,0.75,"[[4, -1]]","Lula sabia disso, por isso melhoramos o crédito. Vamos criar um programa chamado Nome Limpo. Para que todos os brasileiros estejam no cadastro positivo e tenham poder de consumo, assim você gira a economia. #DebateBand #DebateComLula"
597,0.75,"[[4, -1]]","RT @LulaOficial: Há 13 anos, Lula e @Haddad_Fernando iniciavam uma profunda revolução no acesso ao ensino superior no Brasil. Haddad assumi…"
598,0.75,"[[4, -1]]",O povo brasileiro sabe o potencial que este país tem desde que governado por alguém com verdadeiro compromisso social.
599,0.75,"[[4, -1]]","RT @LulaOficial: ""Educação não é gasto. É investimento"". #OBrasilFelizDeNovo

Vídeo: Ricardo Stuckert https://t.co/yMIDmHNBxK"
600,0.75,"[[4, -1]]","RT @LulaOficial: Da básica a pós graduação, educação gratuita e de qualidade para todos. #OBrasilFelizDeNovo https://t.co/SZfTbsvcQQ"
601,0.75,"[[4, -1]]",Pra fazer o Brasil feliz de novo! https://t.co/zKPEyrL0xt
602,0.75,"[[4, -1]]","Hoje apresentei as cinco diretrizes que vão nortear o plano Lula de governo. O destino do povo brasileiro é ser feliz. E, com @LulaOficial, nós vamos reconstruir esse país pra ele ser feliz de novo.

https://t.co/xJCXlmhFDv"
603,0.75,"[[4, -1]]","Segundo o jornal Folha de S.Paulo, Moro contrariou quatro vezes ordens de tribunais superiores https://t.co/tE0nW1DirS"
604,0.75,"[[4, -1]]",Nosso secretário de educação superior e ex-presidente do Inep alça voo: Brasileiro assume grupo ligado à Unesco que trata de rankings universitários. Parabéns Luiz Claudio! https://t.co/9f6xJSTw0f
605,0.75,"[[4, -1]]","RT @LulapeloBrasil: O site de arrecadação da pré-candidatura de Lula está no ar!

Acesse, participe, doe e ajude o Brasil a ser feliz de no…"
606,0.75,"[[4, -1]]","RT @LulapeloBrasil: O site de arrecadação da pré-candidatura de Lula está no ar!

Acesse, participe, doe e ajude o Brasil a ser feliz de no…"
607,0.75,"[[4, -1]]","Depois do show de @gilbertogil e @ivetesangalo, celebramos o aniversário da querida @Floragil2222 no Orfeu. Tudo de bom. https://t.co/zdxhY1xdu3"
608,0.75,"[[4, -1]]","@MarceloFreixo Querido Freixo, transmita nossa solidariedade à família da Marielle e aos seus companheiros de luta. Muita indignação!"
609,0.75,"[[4, -1]]","Andreas Schleicher, diretor do departamento educacional da OCDE: “Vejo o Brasil como uma das poucas histórias de sucesso na América Latina, e eu acho que o copo está mais para metade cheio do que para metade vazio”. Palavra de quem entende!
https://t.co/7zZMtbf4e4"
610,0.75,"[[4, -1]]","Vale a leitura.  “Feliz ano velho”, texto de Fernando Barros e Silva na revista piauí. https://t.co/lR94eClpq0"
611,0.75,"[[4, -1]]",Que os nossos sonhos se renovem e se harmonizem em torno dos ideais de justiça e liberdade. Feliz 2018!
612,0.75,"[[4, -1]]","15 livros incríveis lançados por mulheres em 2017: Coluna da jornalista Bruna Escaleira na Revista AzMina.
https://t.co/Zp85KJmWUX via @revistaazmina"
613,0.75,"[[4, -1]]",Excelente matéria do Nexo sobre a evolução da educação superior no Brasil. Gráficos autoexplicativos muito bem feitos. https://t.co/mQTMBDkwAy via @nexojornal
614,1.0,"[[5, -1]]","Parabéns pela vitória, querido amigo António Costa. A vitória do PS renova as esperanças de um mundo mais justo e iluminado. https://t.co/UTJ0lQSN49"
